AL, 07, 2022091200,   , BEST,   0, 145N,  361W,  15,    0, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,    ,   0,   0, GENESIS025,  ,  0,    ,    0,    0,    0,    0, genesis-num, 025, 
AL, 07, 2022091206,   , BEST,   0, 145N,  373W,  15,    0, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,    ,   0,   0, GENESIS025,  ,  0,    ,    0,    0,    0,    0, genesis-num, 025, 
AL, 07, 2022091212,   , BEST,   0, 146N,  386W,  15,    0, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,    ,   0,   0, GENESIS025,  ,  0,    ,    0,    0,    0,    0, genesis-num, 025, 
AL, 07, 2022091218,   , BEST,   0, 146N,  400W,  15,    0, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,    ,   0,   0, GENESIS025,  ,  0,    ,    0,    0,    0,    0, genesis-num, 025, 
AL, 07, 2022091300,   , BEST,   0, 147N,  415W,  15,    0, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,    ,   0,   0, GENESIS025,  ,  0,    ,    0,    0,    0,    0, genesis-num, 025, 
AL, 07, 2022091306,   , BEST,   0, 147N,  429W,  15,    0, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,    ,   0,   0, GENESIS025,  ,  0,    ,    0,    0,    0,    0, genesis-num, 025, 
AL, 07, 2022091312,   , BEST,   0, 148N,  443W,  20, 1011, DB,   0,    ,    0,    0,    0,    0, 1012,  140,  80,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 025, SPAWNINVEST, al772022 to al962022, 
AL, 07, 2022091318,   , BEST,   0, 151N,  455W,  20, 1011, DB,   0,    ,    0,    0,    0,    0, 1012,  140,  80,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 025, 
AL, 07, 2022091400,   , BEST,   0, 155N,  466W,  25, 1010, DB,   0,    ,    0,    0,    0,    0, 1012,  140,  70,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 025, 
AL, 07, 2022091406,   , BEST,   0, 160N,  479W,  25, 1010, DB,   0,    ,    0,    0,    0,    0, 1012,  140,  70,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 025, 
