AL, 18, 2024110112,   , BEST,   0,  95N,  818W,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1009,  200,  90,   0,   0,   L,   0,    ,   0,   0, GENESIS035,  ,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
AL, 18, 2024110118,   , BEST,   0,  98N,  816W,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1009,  200,  90,   0,   0,   L,   0,    ,   0,   0, GENESIS035,  ,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
AL, 18, 2024110200,   , BEST,   0, 102N,  814W,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1009,  200,  90,   0,   0,   L,   0,    ,   0,   0, GENESIS035,  ,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
AL, 18, 2024110206,   , BEST,   0, 107N,  811W,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1009,  200,  90,   0,   0,   L,   0,    ,   0,   0, GENESIS035,  ,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
AL, 18, 2024110212,   , BEST,   0, 113N,  806W,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1009,  200,  90,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 035, SPAWNINVEST, al782024 to al972024, 
AL, 18, 2024110218,   , BEST,   0, 117N,  799W,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1009,  200,  90,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
AL, 18, 2024110300,   , BEST,   0, 122N,  792W,  20, 1006, DB,   0,    ,    0,    0,    0,    0, 1008,  200,  90,  30,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
AL, 18, 2024110306,   , BEST,   0, 127N,  782W,  25, 1006, DB,   0,    ,    0,    0,    0,    0, 1008,  200,  90,  35,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
AL, 18, 2024110312,   , BEST,   0, 130N,  776W,  25, 1006, DB,   0,    ,    0,    0,    0,    0, 1008,  200,  90,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
AL, 18, 2024110318,   , BEST,   0, 127N,  771W,  30, 1004, DB,   0,    ,    0,    0,    0,    0, 1008,  200,  80,  40,   0,   L,   0,    ,   0,   0,   EIGHTEEN, S,  0,    ,    0,    0,    0,    0, genesis-num, 035, TRANSITIONED, alC72024 to al182024, 
AL, 18, 2024110400,   , BEST,   0, 133N,  769W,  30, 1004, DB,   0,    ,    0,    0,    0,    0, 1008,  250,  70,  40,   0,   L,   0,    ,   0,   0,   EIGHTEEN, S,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
AL, 18, 2024110406,   , BEST,   0, 139N,  769W,  30, 1004, DB,   0,    ,    0,    0,    0,    0, 1008,  250,  70,  40,   0,   L,   0,    ,   0,   0,   EIGHTEEN, S,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
AL, 18, 2024110412,   , BEST,   0, 148N,  767W,  30, 1003, TD,   0,    ,    0,    0,    0,    0, 1008,  250,  70,  40,   0,   L,   0,    ,   0,   0,   EIGHTEEN, S,  0,    ,    0,    0,    0,    0, genesis-num, 035, 
