AL, 19, 2024111118,   , BEST,   0, 168N,  759W,  20, 1007, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,    ,   0,   0, GENESIS039,  ,  0,    ,    0,    0,    0,    0, genesis-num, 039, 
AL, 19, 2024111200,   , BEST,   0, 166N,  760W,  20, 1007, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,    ,   0,   0, GENESIS039,  ,  0,    ,    0,    0,    0,    0, genesis-num, 039, 
AL, 19, 2024111206,   , BEST,   0, 165N,  761W,  20, 1007, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,    ,   0,   0, GENESIS039,  ,  0,    ,    0,    0,    0,    0, genesis-num, 039, 
AL, 19, 2024111212,   , BEST,   0, 164N,  763W,  20, 1007, DB,   0,    ,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,    ,   0,   0, GENESIS039,  ,  0,    ,    0,    0,    0,    0, genesis-num, 039, 
AL, 19, 2024111218,   , BEST,   0, 163N,  766W,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1010,  200,   0,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 039, SPAWNINVEST, al732024 to al992024, 
AL, 19, 2024111300,   , BEST,   0, 163N,  770W,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1010,  200,   0,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 039, 
AL, 19, 2024111306,   , BEST,   0, 163N,  774W,  20, 1007, DB,   0,    ,    0,    0,    0,    0, 1010,  200,  30,   0,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 039, 
AL, 19, 2024111312,   , BEST,   0, 161N,  776W,  25, 1007, DB,   0,    ,    0,    0,    0,    0, 1010,  200,  30,  30,   0,   L,   0,    ,   0,   0,     INVEST, S,  0,    ,    0,    0,    0,    0, genesis-num, 039, 
AL, 19, 2024111318,   , BEST,   0, 162N,  784W,  25, 1007, DB,   0,    ,    0,    0,    0,    0, 1010,  200,  30,  35,   0,   L,   0,    ,   0,   0,   NINETEEN, S,  0,    ,    0,    0,    0,    0, genesis-num, 039, TRANSITIONED, alC92024 to al192024, 
AL, 19, 2024111400,   , BEST,   0, 161N,  797W,  25, 1005, DB,  34, NEQ,    0,    0,    0,    0, 1009,  200,  30,  35,   0,   L,   0,    ,   0,   0,   NINETEEN, S,  0,    ,    0,    0,    0,    0, genesis-num, 039, 
